,Track Name,Artist,URL,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
110,Make Me (Cry),Noah Cyrus,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP,2BrzlUj1u1CtvaJDGIKpsP,0.592,0.588,242081,0.471,0.00146,0,0.0733,-7.287,1,0.0577,152.881,4,0.209
111,No Flockin,Kodak Black,https://open.spotify.com/track/34oWbFBfGEElvgO0a5c9V4,34oWbFBfGEElvgO0a5c9V4,0.0673,0.943,165291,0.595,0.0,5,0.0839,-8.372,0,0.191,117.532,4,0.815
112,Father Stretch My Hands Pt. 1,Kanye West,https://open.spotify.com/track/4KW1lqgSr8TKrvBII0Brf8,4KW1lqgSr8TKrvBII0Brf8,0.142,0.714,135920,0.566,1.25e-06,7,0.57,-4.408,1,0.056,113.074,4,0.449
113,We Are Young (feat. Janelle Monáe) - feat. Janelle Monae,fun.,https://open.spotify.com/track/5rgy6ghBq1eRApCkeUdJXf,5rgy6ghBq1eRApCkeUdJXf,0.02,0.378,250627,0.638,7.66e-05,10,0.0849,-5.576,1,0.075,184.086,4,0.735
114,Respect,Aretha Franklin,https://open.spotify.com/track/7s25THrKz86DM225dOYwnr,7s25THrKz86DM225dOYwnr,0.164,0.805,147600,0.558,2.2e-05,0,0.0546,-5.226,1,0.041,114.95,4,0.965
115,Litty (feat. Tory Lanez),Meek Mill,https://open.spotify.com/track/5J5PXmMdQ2nh1lZOal8KmK,5J5PXmMdQ2nh1lZOal8KmK,0.0451,0.592,280615,0.701,0.0,10,0.327,-4.014,0,0.0858,129.501,4,0.282
116,Congratulations,Post Malone,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,3a1lNhkSLSkpJE4MSHpDu9,0.198,0.627,220293,0.812,0.0,6,0.212,-4.215,1,0.0358,123.071,4,0.504
117,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,68EMU2RD1ECNeOeJ5qAXCV,0.621,0.728,217707,0.563,0.0,1,0.179,-8.053,0,0.134,100.017,4,0.352
118,Superstition - Single Version,Stevie Wonder,https://open.spotify.com/track/5lXcSvHRVjQJ3LB2rLKQog,5lXcSvHRVjQJ3LB2rLKQog,0.0887,0.65,239120,0.658,0.00403,10,0.0526,-10.908,0,0.085,100.541,4,0.883
119,Sorry,Justin Bieber,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,69bp2EbF7Q2rqc5N3ylezZ,0.0797,0.654,200787,0.76,0.0,0,0.299,-3.669,0,0.045,99.945,4,0.41
120,Uber Everywhere,MadeinTYO,https://open.spotify.com/track/7zBPzAjKAqQpcv8F8GCq5s,7zBPzAjKAqQpcv8F8GCq5s,0.0542,0.779,153429,0.455,0.0,1,0.177,-15.025,1,0.28,140.181,4,0.197
121,Pop Style,Drake,https://open.spotify.com/track/1WRy5l3TwrwlzNmB5bOeKw,1WRy5l3TwrwlzNmB5bOeKw,0.215,0.724,212947,0.456,2.41e-06,7,0.105,-10.009,1,0.127,133.051,4,0.0481
122,Sunset Lover,Petit Biscuit,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1,0hNduWmlWmEmuwEFcYvRu1,0.729,0.783,237793,0.467,0.809,6,0.109,-9.474,1,0.0503,90.838,4,0.236
123,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,https://open.spotify.com/track/3M5eeHXgG4VplKNcsBC8Dj,3M5eeHXgG4VplKNcsBC8Dj,0.0514,0.67,160500,0.619,0.0,0,0.0492,-10.365,0,0.0323,108.826,4,0.807
124,You Can Call Me Al,Paul Simon,https://open.spotify.com/track/0qxYx4F3vm1AOnfux6dDxP,0qxYx4F3vm1AOnfux6dDxP,0.182,0.776,280000,0.763,0.0065,5,0.077,-8.124,1,0.0535,128.433,4,0.82
125,Moves,Big Sean,https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS,0Fv5N0cHBsl4bzCbollCAS,0.0541,0.789,142907,0.53,0.0,2,0.164,-6.2,1,0.293,75.515,4,0.367
126,That's What I Like,Bruno Mars,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,0KKkJNfGyhkQ5aFogxQAPU,0.013,0.853,206693,0.56,0.0,1,0.0944,-4.961,1,0.0406,134.066,4,0.86
127,The Hills,The Weeknd,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l,25khomWgBVamSdKw7hzm3l,0.0861,0.356,242253,0.567,0.0,0,0.137,-7.011,0,0.0798,135.553,5,0.109
128,Hotline Bling,Drake,https://open.spotify.com/track/2FBUoWkIuQXwayw2RNo5l6,2FBUoWkIuQXwayw2RNo5l6,0.00347,0.903,267067,0.62,0.000119,2,0.0504,-8.094,1,0.0587,134.96,4,0.539
129,All Time Low,Jon Bellion,https://open.spotify.com/track/5wQRNkb7OhzJoT1P0OZ4Rw,5wQRNkb7OhzJoT1P0OZ4Rw,0.402,0.66,221333,0.378,0.0,0,0.0838,-9.728,1,0.27,90.056,4,0.516
130,Roses,The Chainsmokers,https://open.spotify.com/track/6O6M7pJLABmfBRoGZMu76Y,6O6M7pJLABmfBRoGZMu76Y,0.0361,0.716,225800,0.806,0.00413,4,0.244,-7.602,1,0.0466,100.033,4,0.347
131,Deja Vu,Post Malone,https://open.spotify.com/track/0H8XeaJunhvpBdBFIYi6Sh,0H8XeaJunhvpBdBFIYi6Sh,0.0995,0.613,234213,0.702,0.0,7,0.116,-6.498,1,0.0458,133.932,4,0.372
132,Setting Fires,The Chainsmokers,https://open.spotify.com/track/0B8B8cVRFIG1yznoQe7c9s,0B8B8cVRFIG1yznoQe7c9s,0.017,0.627,247427,0.717,0.0,8,0.261,-5.751,0,0.0376,105.05,4,0.561
133,Don't Stop Me Now - Remastered,Queen,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,5T8EDUDqKcs6OSOwEsfqG7,0.0475,0.559,209413,0.868,0.000176,5,0.776,-5.276,1,0.17,156.295,4,0.609
134,You Shook Me All Night Long,AC/DC,https://open.spotify.com/track/2SiXAy7TuUkycRVbbWDEpo,2SiXAy7TuUkycRVbbWDEpo,0.00287,0.532,210173,0.767,0.000513,7,0.39,-5.509,1,0.0574,127.361,4,0.755
135,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,https://open.spotify.com/track/6v3xCVgM73PGb0JIlF264a,6v3xCVgM73PGb0JIlF264a,0.0211,0.701,284427,0.748,0.0125,10,0.147,-8.179,0,0.0333,103.559,4,0.917
136,Light,San Holo,https://open.spotify.com/track/7zTx8ePYAmPFQuxP3xlXZn,7zTx8ePYAmPFQuxP3xlXZn,0.0857,0.57,239853,0.763,2.49e-06,1,0.0932,-4.137,1,0.0573,150.088,4,0.43
137,P.Y.T. (Pretty Young Thing),Michael Jackson,https://open.spotify.com/track/5lA3pwMkBdd24StM90QrNR,5lA3pwMkBdd24StM90QrNR,0.23,0.888,238733,0.815,0.000424,11,0.127,-4.909,0,0.0404,127.273,4,0.961
138,Famous,Kanye West,https://open.spotify.com/track/19a3JfW8BQwqHWUMbcqSx8,19a3JfW8BQwqHWUMbcqSx8,0.0602,0.474,196040,0.741,0.0,6,0.115,-3.69,1,0.111,174.1,4,0.402
139,Brown Eyed Girl,Van Morrison,https://open.spotify.com/track/3yrSvpt2l1xhsV9Em88Pul,3yrSvpt2l1xhsV9Em88Pul,0.182,0.491,183307,0.583,0.0,7,0.407,-10.964,1,0.0376,150.572,4,0.907
140,Call Me Maybe,Carly Rae Jepsen,https://open.spotify.com/track/20I6sIOMTCkB6w7ryavxtO,20I6sIOMTCkB6w7ryavxtO,0.0162,0.782,193400,0.6,1.81e-06,7,0.108,-6.532,1,0.0416,120.05,4,0.612
141,Water Under the Bridge,Adele,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,4vb4mFvYsr2h6enhjJsq9Y,0.0189,0.596,240427,0.838,1.54e-05,5,0.108,-6.52,0,0.0704,94.982,4,0.472
142,Tiimmy Turner,Desiigner,https://open.spotify.com/track/3NJG6vMH1ZsectZkocMEm0,3NJG6vMH1ZsectZkocMEm0,0.181,0.597,239853,0.743,0.0,6,0.0796,-3.095,1,0.042,122.798,4,0.299
143,My House,Flo Rida,https://open.spotify.com/track/6Knv6wdA0luoMUuuoYi2i1,6Knv6wdA0luoMUuuoYi2i1,0.0215,0.688,192191,0.702,0.0,7,0.128,-4.792,0,0.0499,94.006,4,0.74
144,Say It (feat. Tove Lo),Flume,https://open.spotify.com/track/4sQMalN597HdggTu196aL0,4sQMalN597HdggTu196aL0,0.0668,0.598,262521,0.532,3.22e-06,3,0.0617,-6.833,0,0.0295,74.963,4,0.261
145,Purple Lamborghini (with Rick Ross),Skrillex,https://open.spotify.com/track/6JyuJFedEvPmdWQW0PkbGJ,6JyuJFedEvPmdWQW0PkbGJ,0.0019,0.457,215510,0.899,0.0,10,0.831,-2.591,0,0.132,147.268,4,0.298
146,Secrets,The Weeknd,https://open.spotify.com/track/3DX4Y0egvc0slLcLl31h2p,3DX4Y0egvc0slLcLl31h2p,0.0169,0.668,265600,0.778,7.35e-06,0,0.474,-5.767,1,0.0523,109.96,4,0.73
147,7 Years,Lukas Graham,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,7129iqBafaphfc3WPCGC0L,0.313,0.728,237300,0.489,0.0,10,0.386,-5.868,1,0.0611,119.816,4,0.316
148,My Girl,The Temptations,https://open.spotify.com/track/6RrXd9Hph4hYR4bf3dbM6H,6RrXd9Hph4hYR4bf3dbM6H,0.635,0.572,165000,0.418,0.0,0,0.0961,-10.738,1,0.0349,104.566,4,0.694
149,Feel So Close - Radio Edit,Calvin Harris,https://open.spotify.com/track/7EOYLyD4pP4YJVgoVeKUQ1,7EOYLyD4pP4YJVgoVeKUQ1,0.000972,0.707,206413,0.924,0.00703,7,0.204,-2.842,1,0.031,127.937,4,0.919
150,Antidote,Travis Scott,https://open.spotify.com/track/1wHZx0LgzFHyeIZkUydNXq,1wHZx0LgzFHyeIZkUydNXq,0.00767,0.713,262693,0.526,0.000148,1,0.124,-5.046,1,0.032,131.05,4,0.131
151,True Colors,The Weeknd,https://open.spotify.com/track/6i759FCuKx713ZnYjtpQGU,6i759FCuKx713ZnYjtpQGU,0.291,0.667,206027,0.424,0.0,1,0.205,-8.313,1,0.2,76.76,4,0.594
152,Gassed Up,Nebu Kiniza,https://open.spotify.com/track/6JjEVlMkfHWMeYavkEYzNO,6JjEVlMkfHWMeYavkEYzNO,0.0213,0.798,193911,0.568,0.0,5,0.0586,-9.072,0,0.135,148.88,3,0.45
153,Capsize,FRENSHIP,https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco,2XMTqoHHSH0lvuXrvIEdco,0.0398,0.683,237707,0.708,0.155,5,0.686,-6.244,0,0.0305,92.991,4,0.355
154,I Would Like,Zara Larsson,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,4Q4jmPHwu0wrJvqrld0FQ6,0.0853,0.486,226720,0.713,0.0,2,0.0839,-3.949,0,0.0524,121.028,4,0.297
155,PILLOWTALK,ZAYN,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1,0PDUDa38GO8lMxLCRc4lL1,0.117,0.584,202747,0.7,0.0,11,0.0939,-4.275,1,0.0456,124.944,4,0.438
156,Ni**as In Paris,JAY Z,https://open.spotify.com/track/2KpCpk6HjXXLb7nnXoXA5O,2KpCpk6HjXXLb7nnXoXA5O,0.0942,0.749,219320,0.884,0.0,1,0.191,-6.07,1,0.243,140.077,4,0.705
157,Lot to Learn,Luke Christopher,https://open.spotify.com/track/2HzfRSfCogBSsgW2CckVA2,2HzfRSfCogBSsgW2CckVA2,0.0845,0.422,248387,0.852,0.0,6,0.0687,-3.546,1,0.208,82.914,4,0.666
158,No Type,Rae Sremmurd,https://open.spotify.com/track/4scpF6J5uMBvoh6sFB7EL1,4scpF6J5uMBvoh6sFB7EL1,0.013,0.888,200080,0.483,4.85e-06,6,0.0926,-7.797,1,0.154,125.008,4,0.226
159,Wicked,Future,https://open.spotify.com/track/6BbINUfGabVyiNFJpQXn3x,6BbINUfGabVyiNFJpQXn3x,0.00191,0.718,173347,0.679,0.0104,11,0.385,-5.899,0,0.0706,157.97,4,0.205
160,Black Barbies,Nicki Minaj,https://open.spotify.com/track/3y9cCbnBn0zjkJa2YkOj70,3y9cCbnBn0zjkJa2YkOj70,0.0734,0.803,254080,0.585,2.87e-05,0,0.201,-5.39,1,0.087,146.02,4,0.241
161,Cut It (feat. Young Dolph),O.T. Genasis,https://open.spotify.com/track/376KnY4TrgBITxjlnbnmIy,376KnY4TrgBITxjlnbnmIy,0.135,0.875,222600,0.673,0.0,7,0.292,-4.184,1,0.0932,130.0,4,0.231
162,What They Want,Russ,https://open.spotify.com/track/3pndPhlQWjuSoXhcIIdBjv,3pndPhlQWjuSoXhcIIdBjv,0.484,0.71,165853,0.404,0.0,1,0.0953,-10.04,0,0.379,139.553,4,0.398
163,Rockin’,The Weeknd,https://open.spotify.com/track/36YCdzT57us0LhDmCYtrNE,36YCdzT57us0LhDmCYtrNE,0.014,0.735,232880,0.886,0.0,9,0.0788,-5.572,0,0.216,113.002,4,0.758
164,LUV,Tory Lanez,https://open.spotify.com/track/16Ah4QqH4mgYVXqfC4mdSd,16Ah4QqH4mgYVXqfC4mdSd,0.0129,0.487,228640,0.532,0.0,11,0.123,-8.129,0,0.245,138.13,3,0.243
165,Hymn For The Weekend - Seeb Remix,Coldplay,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,1OAiWI2oPmglaOiv9fdioU,0.00868,0.565,212647,0.849,4.68e-06,0,0.12,-3.516,0,0.0517,102.034,4,0.427
166,oui,Jeremih,https://open.spotify.com/track/0PJIbOdMs3bd5AT8liULMQ,0PJIbOdMs3bd5AT8liULMQ,0.192,0.715,238320,0.703,0.0,5,0.113,-3.825,1,0.0503,119.749,4,0.596
167,My Way,Calvin Harris,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,1vvNmPOiUuyCbgWmtc6yfm,0.0935,0.819,219160,0.913,3.72e-05,4,0.161,-3.059,0,0.0427,119.989,4,0.536
168,My Shit,A Boogie Wit da Hoodie,https://open.spotify.com/track/5uQOauh47VFt3B2kV9kRXw,5uQOauh47VFt3B2kV9kRXw,0.244,0.812,128157,0.621,0.0,5,0.099,-8.3,1,0.0515,77.998,4,0.847
169,Still Here,Drake,https://open.spotify.com/track/433P7tDcIAi6NLnf4Sh6tI,433P7tDcIAi6NLnf4Sh6tI,0.0237,0.836,189853,0.439,0.0,0,0.617,-9.628,1,0.148,133.937,3,0.241
170,You & Me,Marc E. Bassy,https://open.spotify.com/track/4QdovcM8j50QPlyR7tH4xe,4QdovcM8j50QPlyR7tH4xe,0.0398,0.693,218480,0.65,0.0,1,0.186,-8.376,1,0.192,85.026,4,0.663
171,Should I Stay or Should I Go - Remastered,The Clash,https://open.spotify.com/track/39shmbIHICJ2Wxnk1fPSdz,39shmbIHICJ2Wxnk1fPSdz,0.079,0.742,188987,0.833,0.0,2,0.384,-6.463,1,0.115,113.375,4,0.816
172,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA,40UroIGvsMPLPBYwH8rMNA,0.153,0.779,177095,0.671,1.12e-05,9,0.115,-5.829,1,0.0814,104.953,4,0.718
173,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,0L7loeTIg6akW84aEQZpCT,0.0375,0.746,166138,0.877,0.000833,9,0.233,-3.782,0,0.0666,107.985,4,0.751
174,Stand By Me,Otis Redding,https://open.spotify.com/track/1aj4GXfmEYXfdVZohCpNKu,1aj4GXfmEYXfdVZohCpNKu,0.279,0.883,172333,0.464,1.51e-05,10,0.0744,-11.251,1,0.0591,111.548,4,0.925
175,Trap Queen,Fetty Wap,https://open.spotify.com/track/2d8JP84HNLKhmd6IYOoupQ,2d8JP84HNLKhmd6IYOoupQ,0.0244,0.746,222093,0.873,0.0,7,0.354,-3.803,1,0.128,148.075,4,0.817
176,Me and Julio Down by the Schoolyard,Paul Simon,https://open.spotify.com/track/6vxHp3CDNo0afgKGp2yi1E,6vxHp3CDNo0afgKGp2yi1E,0.237,0.626,164813,0.816,1.8e-06,9,0.104,-10.593,1,0.13,105.33,4,0.798
177,Party,Chris Brown,https://open.spotify.com/track/05Z7jet4VDNVgNQWcYHnrk,05Z7jet4VDNVgNQWcYHnrk,0.0556,0.762,220813,0.576,0.0,1,0.0869,-4.951,0,0.0829,142.096,4,0.316
178,Don't Worry Be Happy,Bobby McFerrin,https://open.spotify.com/track/4hObp5bmIJ3PP3cKA9K9GY,4hObp5bmIJ3PP3cKA9K9GY,0.88,0.675,294400,0.166,7.14e-05,11,0.0461,-22.602,1,0.171,68.837,4,0.747
179,By Your Side,Jonas Blue,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,1D3ODoXHBLpdxolZRHWV1j,0.0778,0.696,201254,0.743,0.0,6,0.0581,-3.838,1,0.0331,122.978,4,0.644
180,I Got You,Bebe Rexha,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i,1FUViuNSldssMIawrOXF2i,0.0504,0.609,191812,0.887,4.76e-06,9,0.09,-4.749,0,0.0507,97.99,4,0.316
181,Timeless (DJ SPINKING),A Boogie Wit da Hoodie,https://open.spotify.com/track/0q5DrtpnnGpOvBy5nnPMbe,0q5DrtpnnGpOvBy5nnPMbe,0.261,0.569,184000,0.761,6.71e-06,5,0.0748,-6.071,0,0.475,180.122,4,0.325
182,Lighthouse - Andrelli Remix,Hearts & Colors,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo,04CttTezSnv71USiiG9mIo,0.0178,0.595,218447,0.662,0.0,11,0.0804,-6.858,0,0.0362,96.053,4,0.417
183,Middle,DJ Snake,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,4OZEu0Vwq0RB2LAq14v99n,0.0199,0.611,220573,0.7,0.0,9,0.0549,-5.331,1,0.0436,104.981,4,0.213
184,Really Really,Kevin Gates,https://open.spotify.com/track/10I3CmmwT0BkOVhduDy53o,10I3CmmwT0BkOVhduDy53o,0.00427,0.762,232093,0.666,0.0,0,0.127,-6.055,1,0.0916,118.97,4,0.278
185,ABC,The Jackson 5,https://open.spotify.com/track/6cb0HzFQPN4BGADOmSzPCw,6cb0HzFQPN4BGADOmSzPCw,0.519,0.572,174867,0.786,0.00093,8,0.11,-8.469,1,0.0642,188.115,4,0.952
186,Good Drank,2 Chainz,https://open.spotify.com/track/39pS70eeDvyCAF3t8NAlVV,39pS70eeDvyCAF3t8NAlVV,0.279,0.834,222707,0.779,0.0,4,0.121,-1.075,0,0.224,130.002,4,0.391
187,Wyclef Jean,Young Thug,https://open.spotify.com/track/55OdqrG8WLmsYyY1jijD9b,55OdqrG8WLmsYyY1jijD9b,0.124,0.863,236293,0.576,0.0,5,0.143,-5.687,0,0.239,132.054,4,0.832
188,(What A) Wonderful World - Remastered,Sam Cooke,https://open.spotify.com/track/27K3ZDS5B4fwjhwyihrdzC,27K3ZDS5B4fwjhwyihrdzC,0.734,0.524,125507,0.543,0.0,11,0.275,-9.889,1,0.0397,128.091,4,0.877
189,Living Single,Big Sean,https://open.spotify.com/track/36xxq7VDZZsGwARsn6Clo7,36xxq7VDZZsGwARsn6Clo7,0.214,0.717,276347,0.618,0.0,11,0.108,-5.419,1,0.315,79.862,4,0.719
190,Let Me Explain,Bryson Tiller,https://open.spotify.com/track/1trZGMI2CGyVT44STkpCoN,1trZGMI2CGyVT44STkpCoN,0.00156,0.809,223969,0.504,0.0,2,0.0856,-3.201,1,0.15,120.065,4,0.525
191,Go Flex,Post Malone,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ,5yuShbu70mtHXY0yLzCQLQ,0.248,0.662,179613,0.496,0.0,5,0.0769,-8.267,1,0.109,81.951,4,0.133
192,(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,The Rolling Stones,https://open.spotify.com/track/7fSGbZLhWlAiCC3HDPAULu,7fSGbZLhWlAiCC3HDPAULu,0.0348,0.725,222813,0.853,0.127,2,0.196,-7.842,1,0.0353,136.282,4,0.904
193,She's Mine Pt. 1,J. Cole,https://open.spotify.com/track/0HtOJj7Kl74s1Ngf3MWeif,0HtOJj7Kl74s1Ngf3MWeif,0.776,0.435,209080,0.202,0.0976,2,0.245,-15.097,1,0.0702,139.574,4,0.0429
194,False Alarm,The Weeknd,https://open.spotify.com/track/32lgtADX2cB9I4KFs1Y1py,32lgtADX2cB9I4KFs1Y1py,0.0285,0.515,220307,0.669,3.83e-05,8,0.187,-6.469,0,0.0742,174.013,4,0.195
195,Ignition - Remix,R. Kelly,https://open.spotify.com/track/5dNfHmqgr128gMY2tc5CeJ,5dNfHmqgr128gMY2tc5CeJ,0.061,0.795,186067,0.523,0.0,1,0.0914,-7.165,1,0.0423,133.024,4,0.855
196,679 (feat. Remy Boyz),Fetty Wap,https://open.spotify.com/track/5NQbUaeTEOGdD6hHcre0dZ,5NQbUaeTEOGdD6hHcre0dZ,0.00256,0.618,196693,0.717,0.0,7,0.625,-5.738,1,0.318,190.05,4,0.603
197,I Don't Fuck With You,Big Sean,https://open.spotify.com/track/4w7yrP4RAeeyhfG9nJqQvS,4w7yrP4RAeeyhfG9nJqQvS,0.0349,0.823,284387,0.733,0.0,1,0.324,-5.474,1,0.0628,97.972,4,0.397
198,You Can't Hurry Love - 2016 Remastered,Phil Collins,https://open.spotify.com/track/4YwbSZaYeYja8Umyt222Qf,4YwbSZaYeYja8Umyt222Qf,0.0261,0.62,175747,0.936,0.0,7,0.0679,-4.593,1,0.0308,97.527,4,0.763
199,For Free,DJ Khaled,https://open.spotify.com/track/5TqBAOIBe0bQA0spNdcG3k,5TqBAOIBe0bQA0spNdcG3k,0.0173,0.916,183695,0.571,1.11e-06,10,0.153,-8.241,0,0.2,103.521,4,0.498
200,Both (feat. Drake),Gucci Mane,https://open.spotify.com/track/5tFep7dXGd7vEJ668wTPux,5tFep7dXGd7vEJ668wTPux,0.119,0.85,190312,0.405,0.000118,7,0.0707,-7.509,0,0.225,139.976,4,0.344
201,This Town,Niall Horan,https://open.spotify.com/track/5nA67Y0XX9JipZwYxX7Gl7,5nA67Y0XX9JipZwYxX7Gl7,0.71,0.687,232600,0.409,0.0,9,0.126,-7.751,1,0.0311,111.861,4,0.16
202,Shed a Light,Robin Schulz,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,1cG0umU5TKStygKsPFZ9pY,0.112,0.483,191379,0.787,0.0,8,0.257,-5.244,1,0.102,122.058,4,0.58
203,Not Going Home,DVBBS,https://open.spotify.com/track/042x9bsUBWW2fJgJ6fUh61,042x9bsUBWW2fJgJ6fUh61,0.0933,0.713,196307,0.733,2.23e-05,6,0.237,-6.431,1,0.152,108.992,4,0.502
204,Somebody Else,VÉRITÉ,https://open.spotify.com/track/34i4yxPrHWquuR4kjiivFO,34i4yxPrHWquuR4kjiivFO,0.201,0.674,233077,0.593,0.000529,11,0.209,-6.47,0,0.0582,116.995,4,0.464
205,For Whom The Bell Tolls,J. Cole,https://open.spotify.com/track/3MWlVSkoLS1e66nlZ2tuWJ,3MWlVSkoLS1e66nlZ2tuWJ,0.471,0.652,127880,0.407,0.0,10,0.294,-11.028,0,0.0354,111.65,3,0.169
206,4 Your Eyez Only,J. Cole,https://open.spotify.com/track/1vvnYpYEMVB4aq9I6tHIEB,1vvnYpYEMVB4aq9I6tHIEB,0.378,0.704,530253,0.481,7.09e-05,11,0.0874,-10.493,0,0.363,78.628,4,0.494
207,Ville Mentality,J. Cole,https://open.spotify.com/track/2z3joGXrdGL2iEjIKQTiN1,2z3joGXrdGL2iEjIKQTiN1,0.789,0.857,194347,0.378,0.000171,7,0.119,-8.371,0,0.0928,119.976,3,0.626
208,All I Know,The Weeknd,https://open.spotify.com/track/0NWqNXBJTpXbkI5rPWNy3p,0NWqNXBJTpXbkI5rPWNy3p,0.446,0.64,321027,0.423,0.000151,8,0.095,-10.567,0,0.0657,120.029,4,0.18
209,How Far I'll Go,Auli'i Cravalho,https://open.spotify.com/track/6mb6lVLNrcUgLnEN8QnDJd,6mb6lVLNrcUgLnEN8QnDJd,0.603,0.576,163387,0.319,0.0,4,0.173,-10.934,1,0.0518,83.632,4,0.0921
210,Solo Dance,Martin Jensen,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,6HUnnBwYZqcED1eQztxMBN,0.0435,0.744,174933,0.836,0.0,6,0.194,-2.396,0,0.0507,114.965,4,0.36
211,Baptized In Fire,Kid Cudi,https://open.spotify.com/track/6WSBZroxQaO3FYEpT2ACFH,6WSBZroxQaO3FYEpT2ACFH,0.596,0.669,285520,0.599,0.0366,4,0.116,-8.347,0,0.222,152.05,4,0.762
212,Foldin Clothes,J. Cole,https://open.spotify.com/track/77IAeEz8LEchPN8UNjaTJ2,77IAeEz8LEchPN8UNjaTJ2,0.218,0.713,316920,0.496,0.000237,7,0.0761,-10.045,0,0.311,162.039,4,0.6
213,The Greatest,Sia,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,7xHWNBFm6ObGEQPaUxHuKO,0.0102,0.668,210227,0.725,0.000479,1,0.0561,-6.127,1,0.266,191.944,4,0.729
214,Oh Lord,MiC LOWRY,https://open.spotify.com/track/1sTUEdVO85YU8Ymk2jeAls,1sTUEdVO85YU8Ymk2jeAls,0.0217,0.273,214745,0.794,0.0,7,0.0616,-6.644,0,0.0675,95.902,4,0.377
215,Blue Ain't Your Color,Keith Urban,https://open.spotify.com/track/6ZOPiKQeibCn7fP8dncucL,6ZOPiKQeibCn7fP8dncucL,0.612,0.687,230600,0.42,2.64e-06,7,0.0849,-7.847,1,0.0318,82.449,3,0.471
216,Hear Me Now,Alok,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,1a5Yu5L18qNxVhXx38njON,0.586,0.789,192846,0.442,0.00366,11,0.0927,-7.844,1,0.0421,121.971,4,0.45
217,Ophelia,The Lumineers,https://open.spotify.com/track/7bTwYGhBdSQ8vuXc76Xint,7bTwYGhBdSQ8vuXc76Xint,0.605,0.667,160097,0.58,0.000231,5,0.0849,-6.412,1,0.0286,76.241,4,0.579
218,Attention,The Weeknd,https://open.spotify.com/track/6pDVjCUA3B1vg9waKutAsv,6pDVjCUA3B1vg9waKutAsv,0.67,0.664,197653,0.439,0.00027,4,0.119,-7.296,0,0.136,148.073,4,0.376
219,Dynamite (feat. Pretty Sister),Nause,https://open.spotify.com/track/2Ae5awwKvQpTBKQHr1TYCg,2Ae5awwKvQpTBKQHr1TYCg,0.0548,0.811,195429,0.801,2.09e-05,9,0.0742,-6.0,0,0.0802,105.055,4,0.693
220,'Till I Collapse,Eminem,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT,6yr8GiTHWvFfi4o6Q5ebdT,0.0748,0.551,297893,0.851,0.0,1,0.0784,-3.277,1,0.197,171.411,4,0.1
221,Wake Up Where You Are,State of Sound,https://open.spotify.com/track/2s76aKBWKShlwPC4xTtEEE,2s76aKBWKShlwPC4xTtEEE,0.11,0.706,207307,0.674,0.000626,9,0.0784,-6.977,1,0.0337,113.956,4,0.545
222,Do What I Want,Lil Uzi Vert,https://open.spotify.com/track/4IWGnyOHDrVZEtPWfs4s7q,4IWGnyOHDrVZEtPWfs4s7q,0.106,0.681,175203,0.701,0.0,9,0.208,-6.336,1,0.0767,139.952,4,0.398
